Site,Rating,Review Title,Review Date,Review Paragraph
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great Indian Food For a Cause,11 March 2020,"This place is swarming with Gadventurers and CEOs and the food is quite good, especially their garlic naan, my favorite.  Almost all their dishes are exceptionally good.  Came here three times and tried different dishes on the menu....never disappointed."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Dinner ,11 March 2020,Visited about a week ago and we  were very impressed with the food service and gereral ambience of this very clean and slick restaurant. It is well worth a visit if in the area and prices are good. We will be returning soon.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Kitchen with a Cause - FANTASTIC ,2 March 2020,I enjoyed a fantastic meal at KWAC thanks to Brikash Sharma our excellent guide while spending sometime in New Delhi recently. We were a table of 15+ South Africans so appreciated the giving back ethos of supporting the under privileged and street people. My meal...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Intrepid Tour experience,25 February 2020,"This is a lovely hidden gem in Karol Bagh, walking distance from the metro. The restaurant is beautiful with great food at reasonable prices. The staff is friendly & competent also goes the extra mile if you want to celebrate a birthday or get together...."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great restaurant!,23 February 2020,"The restaurant is a social project, so 5 stars just for it. Talking about the restaurant:
- Food: wide variety of Indian dishes
- Service: super kind and fast
- Quality: very good (although some dishes are interpreted in the wrong way, the springs rolls..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Delicious eats,15 February 2020,I really loved this restaurant. I visited twice as part of a Gadventures tour then went back one my own after my tour had finished.  The food on all three occasions was so delicious. I enjoyed the chicken lababdar and the tikka paneer. All of...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Amazing place!,11 February 2020,"This is an absolute hidden gem! The place is really well decorated, modern but simple. The food is outstanding, and service is great. The idea behind the restaurant is equally as impressive - to teach young adults the skills to go out into the hospitality..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Really good menu, tasty food",27 January 2020,"Really good menu, tasty food and great service. When staying in Karol Bagh make sure you stop here for a lovely meal."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great choice of dishes in lovely environment ,22 January 2020,Excellent menu with both vegetarian and meat choices. Pleasant environment and good service. All meals were tasty with good portion sizes. Would highly recommend supporting this worthwhile enterprise.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food and service,21 January 2020,Enjoyed 2 meals here during my stay in New Delhi. Menu has great variety of food and drinks. Very clean. Great service.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Food was excellent!,19 January 2020,Food was excellent we dined here more than once over our time in India and the food and service where both excellent! Would highly recommend!
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Delecious food ..,16 January 2020,"We started with drinks from their large selection of smoothies, shakes, lassi and juices, all freshly prepared and artfully presented. Our food choices were made from a good selection of traditional Indian vegetarian and non-vegetarian dishes as well as salads, Chinese and Continental dishes. The..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,A little gem,14 January 2020,"We called in for a drink and returned for an evening meal as we liked the atmosphere and the look of the menu. In fact we liked it so much we returned each evening of our 4 night stay in Delhi.
Good is straightforward, meat..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Well worth a visit,14 January 2020,"Just landed from a trip to Varanasi and thought I'd try this place near my hotel that is highly rated. Ordered a tandoori platter of fish and lamb. Totally superb. International drinks reasonably priced too, compared to Taj hotels at least. Around £2 for JW..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Excellant restaurant with charitable intentions,13 January 2020,"A charming & relaxed restaurant with good food which is well priced. The service was excellent, I ate here both as part of a group and as a solo twice. Felt perfectly relaxed and looked after every time. Lovely food and cocktails if so desired...."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Delicious, clean and safe dining ",12 January 2020,My family and I were staying local and found this gem. We went there twice on our first 2 days in Delhi as we felt very safe and enjoyed the delicious food and great service.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Wonderful concept - Great food!,10 January 2020,This was by far the best meal I had during a three week visit to Rajasthan over Christmas and New year 2019.  We were taken there by our tour guide as a last night meal and the food was sublime.  There were 12 of us...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food for a great cause,9 January 2020,"I've been there 3 times by now and each time the food and service were absolutely fantastic. Can't go wrong with this place, in particular if you're travelling from the Western hemisphere and want to be careful in your choice of restaurants."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Lovely ,9 January 2020,Really lovely meal in a cosy atmosphere. We attended as a large group and the food was very nice and out in a timely manner. Nice to support locals while having a really good experience.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or10-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,enjoyed a lot,9 January 2020,we enjoyed very much the food is just amazing good hopitallity so clean will come again and again thanks ajay brother for your infromation for this restaurant
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Good Food, Great Community Service",7 January 2020,The food at Kitchen With A Cause was incredible. There were plenty of staff to ensure prompt and friendly service. An awesome place doing the community an incredible service.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Touch at the heart,4 January 2020,"Wat een mooi concept. 
Daarnaast heerlijk eten. 
Geraakt door de gastvrijheid! 

Dear Neina: 
Go for it.
I wish you an amazing future!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Really nice place with good food and service!,4 January 2020,"Recommended- this place is doing great things. The food, service and atmosphere is very good and it is decent value for money."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Fabulous food and excellent service,3 January 2020,We ate here with our guide and group of 10 on a G Adventures Tour. This place has a buzzing atmosphere. The food and service were excellent and it's great to know you are helping a fantastic cause. We would highly recommend a visit.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Great food, atmosphere, and mission!",2 January 2020,"While in Delhi we visited Kitchen With A Cause twice. The food was excellent both times. The restaurant has a good atmosphere and is clean and nicely designed, making it a cool place to hang out for an hour or two."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Awesome place, great ethos",26 December 2019,Awesome place with an amazing message. Food was good if a little pricey. It was nice and calm Inside compared with the crazy street outside and the waitresses were so sweet.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,1.0,You Bet There's A Cause!,25 December 2019,"To begin with, I am a Proud Indian and would be blatantly honest about this review!
A couple of weeks ago, My photographer friend and I bumped into this cafe around 6:30 in the evening! 
We enter only to find most of the tables reserved!..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Great Cause Good Food,25 December 2019,"While visiting the Karol Bagh market my family decided it was time to eat so we tried Kitchen With a Cause.

Love the concept of the establishment helping local young people.  The food was amazing too.

I tried the Shahi Paneer with rice and Roti...."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Visited here 3 times!!,19 December 2019,"We visited a few times during our time in India and loved it here! There are so many delicious veggie options to choose from. I highly recommend the chickpea curry if you like a bit of spice, and all of the paneer curries were amazing..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or20-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food and such a good cause ,17 December 2019,"Lots of choices, great tasty food and a good price. Amazing cocktails. Service was great and they help get street kids off the street, amazing place!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Delicious food and helping local youth,12 December 2019,The food was delicious and service was excellent. The restaurant was very busy and very noisy.  I applaud the work they do to help get local youth off the streets with training for future jobs. Make reservations!
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Delicious food,11 December 2019,"Concept of the restaurant is wonderful. Food is magnificent. Stuffed naan, korma curry, butter chicken, garlic roti. OMG I could just keep going. It is definitely a must to eat at least once here"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,For Tourist Groups,9 December 2019,Interesting new food. Very noisy. Usually with large tables of group tours that all talk loiuder than the other
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,"Great food, friendly and attentive service, great social cause",8 December 2019,"We visited Kitchen With A Cause as an optional meal on our Golden Triangle Tour. 

This restaurant provides opportunities for those wanting to get a foot in the hospitality industry, and also serves up delicious meals. The menu serves up Indian curries, breads, and rices,..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Will Definitely Return ,6 December 2019,"Visited here today after reading the reviews and loved it. Great food reasonably priced, clean and well laid out restaurant and great service. Had the restaurants specials: fish curry & chicken curry, garlic Mann and rice. Will return."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Excellent,27 November 2019,"Great food, service and atmosphere. And the opportunity to give back to the community. There's Indian, Chinese, burgers and pizza"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great place with a great mission!,21 November 2019,"We went here twice during our trip to Delhi - the food was great, service was excellent, and the restaurant does great work for the local population (providing street kids with internship opportunities)! You can feel good about eating here."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Fantastic Food,20 November 2019,"We had a meal here just recently with our tour.  The best food, fantastic service and the concept is heartwarming.  You need to go here if you vidit New Dehli."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Really good place!,17 November 2019,"Really good food and amazing staff.
The place is welcoming, warm and clean.
The food is various and fresh!
Most important, with a cause!
Good job!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or30-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,3.0,Disappointing,17 November 2019,"The ambience is very nice and service excellent. The food however was very disappointing. My malai kofta was pale, bland and unappetising. The paratha was just OK. Would not go back here."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Excellent,12 November 2019,"I visited kitchen with a cause restaurant alongwith my fiancee...the food was awesome & the service was even better....that too at very low prices...

By knowing that this restaurant helps the underprivileged youth of the streets to train them for the better future, I was..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Excellent food and service,10 November 2019,"During my trip, I went here for dinner and drinks several times and everything I ordered from the menu was excellent! Delicious food, modern and bright atmosphere, friendly staff and at very reasonable prices. 

I really love the concept of this restaurant. Kitchen With A..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Responsible tourism in its finest form,5 November 2019,"We were introduced to this restaurant as part of a G Adventures Tour and in my two weeks of being in India, this was my favourite restaurant. The food is high quality and exquisitely made, and what makes the experience that bit more special is..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food - value for money - lovely staff,2 November 2019,"We visited as part of our G Adventures tour but also went back twice more because we were so impressed with the food, the service and the experience. All the food was fresh and tasty, price was very good, the cocktails were cheap and delicious."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Delicious food, a brilliant concept.",31 October 2019,"What a great place to eat, and such a wonderful cause.  Welcoming, friendly and very efficient.  I'm happy to recommend to any traveller."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Delicious food and lovely staff,29 October 2019,We visited this restaurant twice during our stay in Delhi - delicious local and international food (noodles & veg are great for when you need that fix!)
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Group visit of 12 travellers average age of group 60 years. Food excellent variety especially vegetarian choices. ,29 October 2019,"Fabulous atmosphere, very clean, great staff, brilliant service. Toilets western style very clean. Food all freshly prepared. Pre book essential if large group like ours. Accommodated the bills as we asked for individual ones. Concept of this KAFE is so important to help local people..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great Food For A Great cause,28 October 2019,"I ate here 3 times during my visit to Jaipur. 
Each time, whether in a group or on my own, I was made to feel very welcome. The food choice was good & it tasted lovely. When the restaurant was full in the evening, service..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Outstanding traditional Indian food served in a chic casual setting,28 October 2019,"We visited KWAC 3 times during our short stay in Delhi and were all very impressed with the quality of the food, the cleanliness of the restaurant, and the attentiveness of the staff. From the unique Lahore curry served in a clay pot to the..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or40-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Amazing staff, restaurant and food",27 October 2019,"A group of 12 of us visited kitchen with a cause as part of a 2 week holiday in India. Such a great concept, the staff were lovely and so attentive and the food was great. We'll worth a visit"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Amazing restaurant, excellent food & staff and beautiful decor.",25 October 2019,"We ate at this restaurant on two occasions and both times the food was excellent, customer service fantastic and fabulous surroundings.  I also loved the fact that it supports young people to engage in training for their futures and helps them to find employment.  Super..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,The best place to eat in Delhi,25 October 2019,We were drawn to the restaurant due to the premise of what the cause promotes and how it can help people but what I wasn't expecting was just how delicious the food was going to be. I was in India for 2 weeks and this...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Best restaurant experience in India,24 October 2019,"We've been in India for 2 weeks and this restaurant impressed us the most. Besides the great food and service, they are also working on a great cause and have values which I definitely stand behind. I very much recommend this."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Excellent food and flavours. Friendly staff. Alcohol served,21 October 2019,"Nice that it also supports a good cause. Mostly visited by tourist, but excellent food and flavours, in a nice ambiance. Friendly staff. Alcohol served. 
Best meal in delhi."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,"""Casual outing""",14 October 2019,"""As it is in its name that this place is run for a Cause ie to help underprivileged to earn their living""...Good Ambience, Food & staff. When we visited this place it was fully occupied by the Foreign tourists & some were also waiting for..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great dinner,13 October 2019,We visited this restaurant as a group and had a great dinner. Excellent initiative and well worth supporting!
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great Lunch!,8 October 2019,Food was awesome and was a lovely air conditioned setting to sit and enjoy some quiet away from the hustle of the market outside.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great place to eat,29 September 2019,"Had a brief stopover in Delhi & found this gem. Not only is the food delicious, fish tikka & a seasonal veg curry, but it makes a difference to young people!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Very tasty food,24 September 2019,"I spent arround a week in India and went out for meals all the time. This restaurant was, so far, the one with the most tasty Indian food I came across. All the staff was very professional and polite.
Having great food for a good..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or50-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Best restaurant in Delhi!,21 September 2019,"The best restaurant in Delhi! The best curry I have ever tasted, friendly staff and a great cause. Would highly recommend. We were in a big group and the restaurant staff did a great job of fitting us in because it was busy. Amazing cocktails..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Fantastic,18 September 2019,"Came here twice while in New Delhi, the first with a group & the second time solo.
Both times had great food & great friendly service. This is definately worth supporting."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Excellent food,12 September 2019,Ate here 3 times during my trip to The India. The food was excellent and the staff are all amazing. Bit more expensive than some other places but well worth it. You can also just go in for a beer if you want to get...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Please take the time to support this great restaurant.,10 September 2019,"I can’t understand why anyone would give this great restaurant less than 5 stars. We recently had dinner here and throughly enjoyed ourselves. 

The food was delicious and well presented the restaurant had a nice feel to it. On top of that they are helping..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Good for New Visitors,4 September 2019,"We went here twice, at the beginning and end of our tour. As a first night restaurant it was great. The staff speak English, the food is good, and it is busy. We were with an organised tour, and it looked like a lot of..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,1.0,Kitchen without a cause,1 September 2019,"All 5 star reviews for a restaurant should give people a cause to be concerned.  Like many other westerners who have reviewed this restaurant, we also went there for dinner because we thought the place was doing some good.  The food took ages to arrive,..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Cool Place,26 August 2019,"I came here with a group and really enjoyed both the food and the atmosphere. Between us, we probably tried most of the stuff on the menu and there was nothing left on our plates, it was delicious. I had the butter chicken which i..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Really tasty food and friendly staff - makes it a pleasure to support a good cause,25 August 2019,"I had the aloo ghobi (highly recommend it!) and it was the best I have had during my three weeks travel! Flavours and texture were absolutely on point. The staff is friendly and very service minded, making this perhaps one of my favourite restaurants in..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Wonderful,11 August 2019,"The food here is excellent, fresh and well made.  The while idea is brilliant, and it's great to know that you are not just having a lovely meal but helping to get young people off the streets and into work.  The specials are great, as..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,nice food and conversation,30 July 2019,"very nice manager , interested to tell the story of their company, very nice food, busy but cosy , been there 3 times at a row"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or60-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Amazing food that helps! ,28 July 2019,"Amazing food, great service, the selection is varied and big! Waiters are helpful with recommendations, and the bar is amazing for drinks!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Dinner ,26 July 2019,"A delicious dinner. We ordered the Dahl, butter chicken, rice, naan and two lime sodas. It was all delicious. 1200 rupees for two people so on the more expensive side for Delhi but it is a more western style tourist restaurant if you are just..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food and enthusiastic staff,19 July 2019,"We visited for dinner following reviews on TripAdvisor - great food, really cool decor and the enthusiastic and motivated staff were great"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great restaurant ,11 July 2019,"We came as a group of 16+ and the service was excellent, friendly staff and great food too. Really good variety and choice of vegetarian options! Great atmosphere too. Would visit again if in Delhi."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,REVIEW TIME ,9 July 2019,"Recently I had visited kitchen for a cause. Literally right now I don’t have any sort of words to describe this place. The environment which they had created for the customers are so dam marvellous like they had made a palace from a scrap, the..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Delicious food,5 July 2019,"Great food in this gorgeous little restaurant. You could easily miss it walking past, but it is worth looking for. We shared a few different dishes and each of them was delicious. Plenty of veggie options and the meat in the meat ones was really..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Group Dinner,5 July 2019,"A group of 14 of us came for dinner and we were blame away by the quality of food! The flavours were amazing and everything was so fresh! Will definitely return at the end of our trip, best restaurant in Delhi!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Wonderful,3 July 2019,"Two experience travellers in Delhi. We were struggling to find somewhere that was cheap and cheerful, but also very nice...thank goodness we found the Kitchen. Beautiful food, friendly and attentive staff, cool vibes and all for a very reasonable price. Couldn't recommend more!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Best butter chicken on my india trip.,2 July 2019,"I came across the place by a stroke of luck while out waking through the shopping area nearby on my final day in India. I wish I had found it on my first day here. 

I had the butter chicken for lunch and it was..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Wonderful Indian cuisine at great prices and for a cause!,10 June 2019,"A great restaurant supported by G Adventures where we ate as a group on 2 occasions (start and end of our tour). Supporting local people, it was great to dine here rather than any random restaurant, With delicious food, making a choice was a hard..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or70-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Group Dinner,10 June 2019,Our G Adventures Tour leader brought us here for our group dinner before we set out the next day. We really appreciated the concept of this place giving paid internships to underprivileged young adults to train them for the work force. It's such a supportive...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great variety and well priced,6 June 2019,"I visited a number of times during my visit to New Delhi, both with members of my tour group and by myself. 

The food was delicious and the servings were generous. The staff were friendly and attentive. The facilities were all very clean."
